# t  xE  yE  vxE  vyE  xM  yM  vxM  vyM  xA  yA  vxA  vyA  Etot
1.7503e+06 -4.65839e+06 126488 -0.366101 -12.4587 3.78722e+08 -1.0283e+07 29.7635 1012.87 0 0 0 0 3.81872e+28
1.7504e+06 -4.65843e+06 125242 -0.362769 -12.4587 3.78725e+08 -1.01818e+07 29.4926 1012.88 0 0 0 0 3.81871e+28
1.7505e+06 -4.65846e+06 123996 -0.359437 -12.4588 3.78728e+08 -1.00805e+07 29.2217 1012.89 0 0 0 0 3.81871e+28
1.7506e+06 -4.6585e+06 122750 -0.356105 -12.4589 3.78731e+08 -9.97918e+06 28.9508 1012.9 0 0 0 0 3.8187e+28
1.7507e+06 -4.65853e+06 121504 -0.352772 -12.459 3.78734e+08 -9.87789e+06 28.6799 1012.9 0 0 0 0 3.8187e+28
1.7508e+06 -4.65857e+06 120258 -0.34944 -12.4591 3.78737e+08 -9.7766e+06 28.409 1012.91 0 0 0 0 3.81869e+28
1.7509e+06 -4.6586e+06 119013 -0.346108 -12.4592 3.78739e+08 -9.67531e+06 28.138 1012.92 0 0 0 0 3.81869e+28
1.751e+06 -4.65864e+06 117767 -0.342775 -12.4593 3.78742e+08 -9.57402e+06 27.8671 1012.92 0 0 0 0 3.81868e+28
1.7511e+06 -4.65867e+06 116521 -0.339443 -12.4593 3.78745e+08 -9.47272e+06 27.5962 1012.93 0 0 0 0 3.81868e+28
1.7512e+06 -4.6587e+06 115275 -0.336111 -12.4594 3.78748e+08 -9.37143e+06 27.3253 1012.94 0 0 0 0 3.81867e+28
1.7513e+06 -4.65874e+06 114029 -0.332778 -12.4595 3.7875e+08 -9.27014e+06 27.0544 1012.94 0 0 0 0 3.81867e+28
1.7514e+06 -4.65877e+06 112783 -0.329446 -12.4596 3.78753e+08 -9.16884e+06 26.7834 1012.95 0 0 0 0 3.81867e+28
1.7515e+06 -4.6588e+06 111537 -0.326113 -12.4597 3.78756e+08 -9.06755e+06 26.5125 1012.96 0 0 0 0 3.81866e+28
1.7516e+06 -4.65884e+06 110291 -0.322781 -12.4598 3.78758e+08 -8.96625e+06 26.2416 1012.96 0 0 0 0 3.81866e+28
1.7517e+06 -4.65887e+06 109045 -0.319448 -12.4598 3.78761e+08 -8.86495e+06 25.9707 1012.97 0 0 0 0 3.81865e+28
1.7518e+06 -4.6589e+06 107799 -0.316116 -12.4599 3.78764e+08 -8.76365e+06 25.6997 1012.98 0 0 0 0 3.81865e+28
1.7519e+06 -4.65893e+06 106553 -0.312783 -12.46 3.78766e+08 -8.66236e+06 25.4288 1012.98 0 0 0 0 3.81864e+28
1.752e+06 -4.65896e+06 105307 -0.309451 -12.4601 3.78769e+08 -8.56106e+06 25.1579 1012.99 0 0 0 0 3.81864e+28
1.7521e+06 -4.65899e+06 104061 -0.306118 -12.4601 3.78771e+08 -8.45976e+06 24.887 1013 0 0 0 0 3.81863e+28
1.7522e+06 -4.65902e+06 102815 -0.302786 -12.4602 3.78774e+08 -8.35846e+06 24.616 1013 0 0 0 0 3.81863e+28
1.7523e+06 -4.65905e+06 101569 -0.299453 -12.4603 3.78776e+08 -8.25716e+06 24.3451 1013.01 0 0 0 0 3.81862e+28
1.7524e+06 -4.65908e+06 100323 -0.296121 -12.4604 3.78778e+08 -8.15586e+06 24.0742 1013.01 0 0 0 0 3.81862e+28
1.7525e+06 -4.65911e+06 99076.8 -0.292788 -12.4604 3.78781e+08 -8.05456e+06 23.8032 1013.02 0 0 0 0 3.81861e+28
1.7526e+06 -4.65914e+06 97830.8 -0.289455 -12.4605 3.78783e+08 -7.95325e+06 23.5323 1013.02 0 0 0 0 3.81861e+28
1.7527e+06 -4.65917e+06 96584.7 -0.286123 -12.4606 3.78786e+08 -7.85195e+06 23.2613 1013.03 0 0 0 0 3.81861e+28
1.7528e+06 -4.6592e+06 95338.6 -0.28279 -12.4606 3.78788e+08 -7.75065e+06 22.9904 1013.04 0 0 0 0 3.8186e+28
1.7529e+06 -4.65923e+06 94092.6 -0.279458 -12.4607 3.7879e+08 -7.64934e+06 22.7195 1013.04 0 0 0 0 3.8186e+28
1.753e+06 -4.65926e+06 92846.5 -0.276125 -12.4608 3.78792e+08 -7.54804e+06 22.4485 1013.05 0 0 0 0 3.81859e+28
1.7531e+06 -4.65928e+06 91600.4 -0.272792 -12.4608 3.78795e+08 -7.44673e+06 22.1776 1013.05 0 0 0 0 3.81859e+28
1.7532e+06 -4.65931e+06 90354.3 -0.26946 -12.4609 3.78797e+08 -7.34543e+06 21.9066 1013.06 0 0 0 0 3.81858e+28
1.7533e+06 -4.65934e+06 89108.2 -0.266127 -12.461 3.78799e+08 -7.24412e+06 21.6357 1013.06 0 0 0 0 3.81858e+28
1.7534e+06 -4.65936e+06 87862.1 -0.262794 -12.461 3.78801e+08 -7.14282e+06 21.3647 1013.07 0 0 0 0 3.81857e+28
1.7535e+06 -4.65939e+06 86616 -0.259461 -12.4611 3.78803e+08 -7.04151e+06 21.0938 1013.07 0 0 0 0 3.81857e+28
1.7536e+06 -4.65942e+06 85369.9 -0.256129 -12.4612 3.78805e+08 -6.9402e+06 20.8228 1013.08 0 0 0 0 3.81856e+28
1.7537e+06 -4.65944e+06 84123.8 -0.252796 -12.4612 3.78808e+08 -6.83889e+06 20.5519 1013.08 0 0 0 0 3.81856e+28
1.7538e+06 -4.65947e+06 82877.7 -0.249463 -12.4613 3.7881e+08 -6.73758e+06 20.2809 1013.09 0 0 0 0 3.81856e+28
1.7539e+06 -4.65949e+06 81631.6 -0.24613 -12.4613 3.78812e+08 -6.63628e+06 20.01 1013.09 0 0 0 0 3.81855e+28
1.754e+06 -4.65952e+06 80385.4 -0.242798 -12.4614 3.78814e+08 -6.53497e+06 19.739 1013.1 0 0 0 0 3.81855e+28
1.7541e+06 -4.65954e+06 79139.3 -0.239465 -12.4614 3.78816e+08 -6.43366e+06 19.4681 1013.1 0 0 0 0 3.81854e+28
1.7542e+06 -4.65956e+06 77893.1 -0.236132 -12.4615 3.78817e+08 -6.33235e+06 19.1971 1013.11 0 0 0 0 3.81854e+28
1.7543e+06 -4.65959e+06 76647 -0.232799 -12.4616 3.78819e+08 -6.23104e+06 18.9262 1013.11 0 0 0 0 3.81853e+28
1.7544e+06 -4.65961e+06 75400.8 -0.229466 -12.4616 3.78821e+08 -6.12972e+06 18.6552 1013.12 0 0 0 0 3.81853e+28
1.7545e+06 -4.65963e+06 74154.7 -0.226133 -12.4617 3.78823e+08 -6.02841e+06 18.3843 1013.12 0 0 0 0 3.81852e+28
1.7546e+06 -4.65965e+06 72908.5 -0.222801 -12.4617 3.78825e+08 -5.9271e+06 18.1133 1013.12 0 0 0 0 3.81852e+28
1.7547e+06 -4.65968e+06 71662.3 -0.219468 -12.4618 3.78827e+08 -5.82579e+06 17.8424 1013.13 0 0 0 0 3.81851e+28
1.7548e+06 -4.6597e+06 70416.1 -0.216135 -12.4618 3.78828e+08 -5.72447e+06 17.5714 1013.13 0 0 0 0 3.81851e+28
1.7549e+06 -4.65972e+06 69169.9 -0.212802 -12.4619 3.7883e+08 -5.62316e+06 17.3004 1013.14 0 0 0 0 3.81851e+28
1.755e+06 -4.65974e+06 67923.8 -0.209469 -12.4619 3.78832e+08 -5.52185e+06 17.0295 1013.14 0 0 0 0 3.8185e+28
1.7551e+06 -4.65976e+06 66677.6 -0.206136 -12.462 3.78834e+08 -5.42053e+06 16.7585 1013.14 0 0 0 0 3.8185e+28
1.7552e+06 -4.65978e+06 65431.4 -0.202803 -12.462 3.78835e+08 -5.31922e+06 16.4875 1013.15 0 0 0 0 3.81849e+28
1.7553e+06 -4.6598e+06 64185.2 -0.19947 -12.4621 3.78837e+08 -5.2179e+06 16.2166 1013.15 0 0 0 0 3.81849e+28
1.7554e+06 -4.65982e+06 62938.9 -0.196137 -12.4621 3.78839e+08 -5.11659e+06 15.9456 1013.16 0 0 0 0 3.81848e+28
1.7555e+06 -4.65984e+06 61692.7 -0.192804 -12.4622 3.7884e+08 -5.01527e+06 15.6747 1013.16 0 0 0 0 3.81848e+28
1.7556e+06 -4.65986e+06 60446.5 -0.189471 -12.4622 3.78842e+08 -4.91396e+06 15.4037 1013.16 0 0 0 0 3.81847e+28
1.7557e+06 -4.65988e+06 59200.3 -0.186139 -12.4622 3.78843e+08 -4.81264e+06 15.1327 1013.17 0 0 0 0 3.81847e+28
1.7558e+06 -4.6599e+06 57954.1 -0.182806 -12.4623 3.78845e+08 -4.71132e+06 14.8618 1013.17 0 0 0 0 3.81846e+28
1.7559e+06 -4.65992e+06 56707.8 -0.179473 -12.4623 3.78846e+08 -4.61001e+06 14.5908 1013.17 0 0 0 0 3.81846e+28
1.756e+06 -4.65993e+06 55461.6 -0.17614 -12.4624 3.78848e+08 -4.50869e+06 14.3198 1013.18 0 0 0 0 3.81846e+28
1.7561e+06 -4.65995e+06 54215.4 -0.172807 -12.4624 3.78849e+08 -4.40737e+06 14.0489 1013.18 0 0 0 0 3.81845e+28
1.7562e+06 -4.65997e+06 52969.1 -0.169474 -12.4624 3.7885e+08 -4.30605e+06 13.7779 1013.18 0 0 0 0 3.81845e+28
1.7563e+06 -4.65999e+06 51722.9 -0.166141 -12.4625 3.78852e+08 -4.20473e+06 13.5069 1013.19 0 0 0 0 3.81844e+28
1.7564e+06 -4.66e+06 50476.6 -0.162808 -12.4625 3.78853e+08 -4.10341e+06 13.236 1013.19 0 0 0 0 3.81844e+28
1.7565e+06 -4.66002e+06 49230.4 -0.159475 -12.4625 3.78854e+08 -4.0021e+06 12.965 1013.19 0 0 0 0 3.81843e+28
1.7566e+06 -4.66003e+06 47984.1 -0.156142 -12.4626 3.78856e+08 -3.90078e+06 12.694 1013.19 0 0 0 0 3.81843e+28
1.7567e+06 -4.66005e+06 46737.9 -0.152809 -12.4626 3.78857e+08 -3.79946e+06 12.423 1013.2 0 0 0 0 3.81842e+28
1.7568e+06 -4.66006e+06 45491.6 -0.149476 -12.4626 3.78858e+08 -3.69814e+06 12.1521 1013.2 0 0 0 0 3.81842e+28
1.7569e+06 -4.66008e+06 44245.3 -0.146143 -12.4627 3.78859e+08 -3.59682e+06 11.8811 1013.2 0 0 0 0 3.81841e+28
1.757e+06 -4.66009e+06 42999.1 -0.14281 -12.4627 3.78861e+08 -3.4955e+06 11.6101 1013.21 0 0 0 0 3.81841e+28
1.7571e+06 -4.66011e+06 41752.8 -0.139477 -12.4627 3.78862e+08 -3.39418e+06 11.3392 1013.21 0 0 0 0 3.81841e+28
1.7572e+06 -4.66012e+06 40506.5 -0.136143 -12.4628 3.78863e+08 -3.29285e+06 11.0682 1013.21 0 0 0 0 3.8184e+28
1.7573e+06 -4.66013e+06 39260.2 -0.13281 -12.4628 3.78864e+08 -3.19153e+06 10.7972 1013.21 0 0 0 0 3.8184e+28
1.7574e+06 -4.66015e+06 38014 -0.129477 -12.4628 3.78865e+08 -3.09021e+06 10.5262 1013.21 0 0 0 0 3.81839e+28
1.7575e+06 -4.66016e+06 36767.7 -0.126144 -12.4629 3.78866e+08 -2.98889e+06 10.2553 1013.22 0 0 0 0 3.81839e+28
1.7576e+06 -4.66017e+06 35521.4 -0.122811 -12.4629 3.78867e+08 -2.88757e+06 9.98429 1013.22 0 0 0 0 3.81838e+28
1.7577e+06 -4.66019e+06 34275.1 -0.119478 -12.4629 3.78868e+08 -2.78625e+06 9.71332 1013.22 0 0 0 0 3.81838e+28
1.7578e+06 -4.6602e+06 33028.8 -0.116145 -12.4629 3.78869e+08 -2.68492e+06 9.44234 1013.22 0 0 0 0 3.81837e+28
1.7579e+06 -4.66021e+06 31782.5 -0.112812 -12.463 3.7887e+08 -2.5836e+06 9.17137 1013.22 0 0 0 0 3.81837e+28
1.758e+06 -4.66022e+06 30536.2 -0.109479 -12.463 3.78871e+08 -2.48228e+06 8.9004 1013.23 0 0 0 0 3.81836e+28
1.7581e+06 -4.66023e+06 29289.9 -0.106146 -12.463 3.78872e+08 -2.38096e+06 8.62942 1013.23 0 0 0 0 3.81836e+28
1.7582e+06 -4.66024e+06 28043.6 -0.102813 -12.463 3.78873e+08 -2.27963e+06 8.35845 1013.23 0 0 0 0 3.81836e+28
1.7583e+06 -4.66025e+06 26797.3 -0.0994799 -12.463 3.78873e+08 -2.17831e+06 8.08747 1013.23 0 0 0 0 3.81835e+28
1.7584e+06 -4.66026e+06 25551 -0.0961468 -12.4631 3.78874e+08 -2.07699e+06 7.8165 1013.23 0 0 0 0 3.81835e+28
1.7585e+06 -4.66027e+06 24304.7 -0.0928137 -12.4631 3.78875e+08 -1.97566e+06 7.54552 1013.23 0 0 0 0 3.81834e+28
1.7586e+06 -4.66028e+06 23058.4 -0.0894806 -12.4631 3.78876e+08 -1.87434e+06 7.27455 1013.24 0 0 0 0 3.81834e+28
1.7587e+06 -4.66029e+06 21812.1 -0.0861476 -12.4631 3.78876e+08 -1.77302e+06 7.00357 1013.24 0 0 0 0 3.81833e+28
1.7588e+06 -4.6603e+06 20565.8 -0.0828145 -12.4631 3.78877e+08 -1.67169e+06 6.7326 1013.24 0 0 0 0 3.81833e+28
1.7589e+06 -4.6603e+06 19319.5 -0.0794814 -12.4631 3.78878e+08 -1.57037e+06 6.46162 1013.24 0 0 0 0 3.81832e+28
1.759e+06 -4.66031e+06 18073.1 -0.0761484 -12.4631 3.78878e+08 -1.46905e+06 6.19065 1013.24 0 0 0 0 3.81832e+28
1.7591e+06 -4.66032e+06 16826.8 -0.0728153 -12.4632 3.78879e+08 -1.36772e+06 5.91967 1013.24 0 0 0 0 3.81831e+28
1.7592e+06 -4.66033e+06 15580.5 -0.0694822 -12.4632 3.7888e+08 -1.2664e+06 5.6487 1013.24 0 0 0 0 3.81831e+28
1.7593e+06 -4.66033e+06 14334.2 -0.0661492 -12.4632 3.7888e+08 -1.16507e+06 5.37772 1013.24 0 0 0 0 3.8183e+28
1.7594e+06 -4.66034e+06 13087.9 -0.0628161 -12.4632 3.78881e+08 -1.06375e+06 5.10675 1013.24 0 0 0 0 3.8183e+28
1.7595e+06 -4.66035e+06 11841.6 -0.059483 -12.4632 3.78881e+08 -962424 4.83577 1013.24 0 0 0 0 3.8183e+28
1.7596e+06 -4.66035e+06 10595.2 -0.05615 -12.4632 3.78882e+08 -861100 4.5648 1013.25 0 0 0 0 3.81829e+28
1.7597e+06 -4.66036e+06 9348.91 -0.0528169 -12.4632 3.78882e+08 -759775 4.29382 1013.25 0 0 0 0 3.81829e+28
1.7598e+06 -4.66036e+06 8102.59 -0.0494838 -12.4632 3.78882e+08 -658450 4.02285 1013.25 0 0 0 0 3.81828e+28
1.7599e+06 -4.66037e+06 6856.26 -0.0461508 -12.4632 3.78883e+08 -557126 3.75188 1013.25 0 0 0 0 3.81828e+28
1.76e+06 -4.66037e+06 5609.94 -0.0428177 -12.4632 3.78883e+08 -455801 3.4809 1013.25 0 0 0 0 3.81827e+28
1.7601e+06 -4.66038e+06 4363.62 -0.0394847 -12.4632 3.78884e+08 -354476 3.20993 1013.25 0 0 0 0 3.81827e+28
1.7602e+06 -4.66038e+06 3117.29 -0.0361516 -12.4632 3.78884e+08 -253151 2.93896 1013.25 0 0 0 0 3.81826e+28
1.7603e+06 -4.66038e+06 1870.97 -0.0328186 -12.4632 3.78884e+08 -151827 2.66798 1013.25 0 0 0 0 3.81826e+28
1.7604e+06 -4.66039e+06 624.645 -0.0294856 -12.4632 3.78884e+08 -50501.9 2.39701 1013.25 0 0 0 0 3.81825e+28
1.7605e+06 -4.66039e+06 -621.679 -0.0261525 -12.4632 3.78885e+08 50823 2.12604 1013.25 0 0 0 0 3.81825e+28
1.7606e+06 -4.66039e+06 -1868 -0.0228195 -12.4632 3.78885e+08 152148 1.85507 1013.25 0 0 0 0 3.81825e+28
1.7607e+06 -4.66039e+06 -3114.33 -0.0194865 -12.4632 3.78885e+08 253473 1.5841 1013.25 0 0 0 0 3.81824e+28
1.7608e+06 -4.6604e+06 -4360.65 -0.0161534 -12.4632 3.78885e+08 354797 1.31312 1013.25 0 0 0 0 3.81824e+28
1.7609e+06 -4.6604e+06 -5606.98 -0.0128204 -12.4632 3.78885e+08 456122 1.04215 1013.25 0 0 0 0 3.81823e+28
1.761e+06 -4.6604e+06 -6853.3 -0.0094874 -12.4632 3.78885e+08 557447 0.771183 1013.25 0 0 0 0 3.81823e+28
1.7611e+06 -4.6604e+06 -8099.62 -0.00615439 -12.4632 3.78885e+08 658772 0.500213 1013.25 0 0 0 0 3.81822e+28
1.7612e+06 -4.6604e+06 -9345.94 -0.00282138 -12.4632 3.78885e+08 760096 0.229243 1013.25 0 0 0 0 3.81822e+28
1.7613e+06 -4.6604e+06 -10592.3 0.000511615 -12.4632 3.78885e+08 861421 -0.0417259 1013.25 0 0 0 0 3.81821e+28
1.7614e+06 -4.6604e+06 -11838.6 0.00384461 -12.4632 3.78885e+08 962745 -0.312694 1013.24 0 0 0 0 3.81821e+28
1.7615e+06 -4.6604e+06 -13084.9 0.00717759 -12.4632 3.78885e+08 1.06407e+06 -0.583663 1013.24 0 0 0 0 3.8182e+28
1.7616e+06 -4.6604e+06 -14331.2 0.0105106 -12.4632 3.78885e+08 1.16539e+06 -0.85463 1013.24 0 0 0 0 3.8182e+28
1.7617e+06 -4.6604e+06 -15577.5 0.0138435 -12.4632 3.78885e+08 1.26672e+06 -1.1256 1013.24 0 0 0 0 3.8182e+28
1.7618e+06 -4.6604e+06 -16823.9 0.0171765 -12.4632 3.78885e+08 1.36804e+06 -1.39656 1013.24 0 0 0 0 3.81819e+28
1.7619e+06 -4.66039e+06 -18070.2 0.0205095 -12.4631 3.78885e+08 1.46937e+06 -1.66753 1013.24 0 0 0 0 3.81819e+28
1.762e+06 -4.66039e+06 -19316.5 0.0238424 -12.4631 3.78885e+08 1.57069e+06 -1.93849 1013.24 0 0 0 0 3.81818e+28
1.7621e+06 -4.66039e+06 -20562.8 0.0271754 -12.4631 3.78885e+08 1.67201e+06 -2.20946 1013.24 0 0 0 0 3.81818e+28
1.7622e+06 -4.66039e+06 -21809.1 0.0305083 -12.4631 3.78884e+08 1.77334e+06 -2.48042 1013.24 0 0 0 0 3.81817e+28
1.7623e+06 -4.66038e+06 -23055.4 0.0338412 -12.4631 3.78884e+08 1.87466e+06 -2.75139 1013.24 0 0 0 0 3.81817e+28
1.7624e+06 -4.66038e+06 -24301.7 0.0371741 -12.4631 3.78884e+08 1.97599e+06 -3.02235 1013.23 0 0 0 0 3.81816e+28
1.7625e+06 -4.66037e+06 -25548 0.040507 -12.4631 3.78883e+08 2.07731e+06 -3.29331 1013.23 0 0 0 0 3.81816e+28
1.7626e+06 -4.66037e+06 -26794.3 0.04384 -12.463 3.78883e+08 2.17863e+06 -3.56427 1013.23 0 0 0 0 3.81815e+28
1.7627e+06 -4.66037e+06 -28040.6 0.0471728 -12.463 3.78883e+08 2.27996e+06 -3.83523 1013.23 0 0 0 0 3.81815e+28
1.7628e+06 -4.66036e+06 -29286.9 0.0505057 -12.463 3.78882e+08 2.38128e+06 -4.10619 1013.23 0 0 0 0 3.81815e+28
1.7629e+06 -4.66036e+06 -30533.2 0.0538386 -12.463 3.78882e+08 2.4826e+06 -4.37715 1013.23 0 0 0 0 3.81814e+28
1.763e+06 -4.66035e+06 -31779.5 0.0571715 -12.463 3.78881e+08 2.58392e+06 -4.64811 1013.22 0 0 0 0 3.81814e+28
1.7631e+06 -4.66034e+06 -33025.8 0.0605043 -12.4629 3.78881e+08 2.68525e+06 -4.91907 1013.22 0 0 0 0 3.81813e+28
1.7632e+06 -4.66034e+06 -34272.1 0.0638372 -12.4629 3.7888e+08 2.78657e+06 -5.19002 1013.22 0 0 0 0 3.81813e+28
1.7633e+06 -4.66033e+06 -35518.4 0.06717 -12.4629 3.7888e+08 2.88789e+06 -5.46098 1013.22 0 0 0 0 3.81812e+28
1.7634e+06 -4.66032e+06 -36764.7 0.0705028 -12.4629 3.78879e+08 2.98921e+06 -5.73193 1013.22 0 0 0 0 3.81812e+28
1.7635e+06 -4.66032e+06 -38011 0.0738356 -12.4628 3.78879e+08 3.09053e+06 -6.00289 1013.21 0 0 0 0 3.81811e+28
1.7636e+06 -4.66031e+06 -39257.3 0.0771684 -12.4628 3.78878e+08 3.19185e+06 -6.27384 1013.21 0 0 0 0 3.81811e+28
1.7637e+06 -4.6603e+06 -40503.5 0.0805012 -12.4628 3.78878e+08 3.29318e+06 -6.54479 1013.21 0 0 0 0 3.8181e+28
1.7638e+06 -4.66029e+06 -41749.8 0.083834 -12.4627 3.78877e+08 3.3945e+06 -6.81574 1013.21 0 0 0 0 3.8181e+28
1.7639e+06 -4.66029e+06 -42996.1 0.0871667 -12.4627 3.78876e+08 3.49582e+06 -7.08669 1013.21 0 0 0 0 3.8181e+28
1.764e+06 -4.66028e+06 -44242.4 0.0904995 -12.4627 3.78875e+08 3.59714e+06 -7.35764 1013.2 0 0 0 0 3.81809e+28
1.7641e+06 -4.66027e+06 -45488.6 0.0938322 -12.4626 3.78875e+08 3.69846e+06 -7.62859 1013.2 0 0 0 0 3.81809e+28
1.7642e+06 -4.66026e+06 -46734.9 0.097165 -12.4626 3.78874e+08 3.79978e+06 -7.89954 1013.2 0 0 0 0 3.81808e+28
1.7643e+06 -4.66025e+06 -47981.2 0.100498 -12.4626 3.78873e+08 3.9011e+06 -8.17048 1013.19 0 0 0 0 3.81808e+28
1.7644e+06 -4.66024e+06 -49227.4 0.10383 -12.4625 3.78872e+08 4.00242e+06 -8.44143 1013.19 0 0 0 0 3.81807e+28
1.7645e+06 -4.66023e+06 -50473.7 0.107163 -12.4625 3.78871e+08 4.10374e+06 -8.71237 1013.19 0 0 0 0 3.81807e+28
1.7646e+06 -4.66022e+06 -51719.9 0.110496 -12.4625 3.78871e+08 4.20505e+06 -8.98332 1013.19 0 0 0 0 3.81806e+28
1.7647e+06 -4.66021e+06 -52966.2 0.113828 -12.4624 3.7887e+08 4.30637e+06 -9.25426 1013.18 0 0 0 0 3.81806e+28
1.7648e+06 -4.66019e+06 -54212.4 0.117161 -12.4624 3.78869e+08 4.40769e+06 -9.5252 1013.18 0 0 0 0 3.81805e+28
1.7649e+06 -4.66018e+06 -55458.6 0.120494 -12.4624 3.78868e+08 4.50901e+06 -9.79614 1013.18 0 0 0 0 3.81805e+28
1.765e+06 -4.66017e+06 -56704.9 0.123826 -12.4623 3.78867e+08 4.61033e+06 -10.0671 1013.17 0 0 0 0 3.81805e+28
1.7651e+06 -4.66016e+06 -57951.1 0.127159 -12.4623 3.78866e+08 4.71164e+06 -10.338 1013.17 0 0 0 0 3.81804e+28
1.7652e+06 -4.66014e+06 -59197.3 0.130491 -12.4622 3.78865e+08 4.81296e+06 -10.6089 1013.17 0 0 0 0 3.81804e+28
1.7653e+06 -4.66013e+06 -60443.6 0.133824 -12.4622 3.78864e+08 4.91428e+06 -10.8799 1013.16 0 0 0 0 3.81803e+28
1.7654e+06 -4.66012e+06 -61689.8 0.137157 -12.4622 3.78862e+08 5.01559e+06 -11.1508 1013.16 0 0 0 0 3.81803e+28
1.7655e+06 -4.6601e+06 -62936 0.140489 -12.4621 3.78861e+08 5.11691e+06 -11.4217 1013.16 0 0 0 0 3.81802e+28
1.7656e+06 -4.66009e+06 -64182.2 0.143822 -12.4621 3.7886e+08 5.21822e+06 -11.6927 1013.15 0 0 0 0 3.81802e+28
1.7657e+06 -4.66007e+06 -65428.4 0.147154 -12.462 3.78859e+08 5.31954e+06 -11.9636 1013.15 0 0 0 0 3.81801e+28
1.7658e+06 -4.66006e+06 -66674.6 0.150487 -12.462 3.78858e+08 5.42085e+06 -12.2345 1013.14 0 0 0 0 3.81801e+28
1.7659e+06 -4.66004e+06 -67920.8 0.153819 -12.4619 3.78857e+08 5.52217e+06 -12.5055 1013.14 0 0 0 0 3.818e+28
1.766e+06 -4.66003e+06 -69167 0.157152 -12.4619 3.78855e+08 5.62348e+06 -12.7764 1013.14 0 0 0 0 3.818e+28
1.7661e+06 -4.66001e+06 -70413.2 0.160484 -12.4618 3.78854e+08 5.7248e+06 -13.0473 1013.13 0 0 0 0 3.81799e+28
1.7662e+06 -4.66e+06 -71659.3 0.163816 -12.4618 3.78853e+08 5.82611e+06 -13.3182 1013.13 0 0 0 0 3.81799e+28
1.7663e+06 -4.65998e+06 -72905.5 0.167149 -12.4617 3.78851e+08 5.92742e+06 -13.5892 1013.12 0 0 0 0 3.81799e+28
1.7664e+06 -4.65996e+06 -74151.7 0.170481 -12.4617 3.7885e+08 6.02873e+06 -13.8601 1013.12 0 0 0 0 3.81798e+28
1.7665e+06 -4.65995e+06 -75397.8 0.173814 -12.4616 3.78849e+08 6.13004e+06 -14.131 1013.12 0 0 0 0 3.81798e+28
1.7666e+06 -4.65993e+06 -76644 0.177146 -12.4616 3.78847e+08 6.23136e+06 -14.4019 1013.11 0 0 0 0 3.81797e+28
1.7667e+06 -4.65991e+06 -77890.2 0.180478 -12.4615 3.78846e+08 6.33267e+06 -14.6728 1013.11 0 0 0 0 3.81797e+28
1.7668e+06 -4.65989e+06 -79136.3 0.183811 -12.4614 3.78844e+08 6.43398e+06 -14.9437 1013.1 0 0 0 0 3.81796e+28
1.7669e+06 -4.65987e+06 -80382.5 0.187143 -12.4614 3.78843e+08 6.53529e+06 -15.2146 1013.1 0 0 0 0 3.81796e+28
1.767e+06 -4.65986e+06 -81628.6 0.190475 -12.4613 3.78841e+08 6.6366e+06 -15.4856 1013.09 0 0 0 0 3.81795e+28
1.7671e+06 -4.65984e+06 -82874.7 0.193807 -12.4613 3.7884e+08 6.73791e+06 -15.7565 1013.09 0 0 0 0 3.81795e+28
1.7672e+06 -4.65982e+06 -84120.8 0.19714 -12.4612 3.78838e+08 6.83921e+06 -16.0274 1013.08 0 0 0 0 3.81794e+28
1.7673e+06 -4.6598e+06 -85367 0.200472 -12.4612 3.78836e+08 6.94052e+06 -16.2983 1013.08 0 0 0 0 3.81794e+28
1.7674e+06 -4.65978e+06 -86613.1 0.203804 -12.4611 3.78835e+08 7.04183e+06 -16.5692 1013.07 0 0 0 0 3.81794e+28
1.7675e+06 -4.65976e+06 -87859.2 0.207136 -12.461 3.78833e+08 7.14314e+06 -16.8401 1013.07 0 0 0 0 3.81793e+28
1.7676e+06 -4.65973e+06 -89105.3 0.210468 -12.461 3.78831e+08 7.24444e+06 -17.111 1013.06 0 0 0 0 3.81793e+28
1.7677e+06 -4.65971e+06 -90351.4 0.213801 -12.4609 3.7883e+08 7.34575e+06 -17.3819 1013.06 0 0 0 0 3.81792e+28
1.7678e+06 -4.65969e+06 -91597.5 0.217133 -12.4608 3.78828e+08 7.44706e+06 -17.6528 1013.05 0 0 0 0 3.81792e+28
1.7679e+06 -4.65967e+06 -92843.5 0.220465 -12.4608 3.78826e+08 7.54836e+06 -17.9237 1013.05 0 0 0 0 3.81791e+28
1.768e+06 -4.65965e+06 -94089.6 0.223797 -12.4607 3.78824e+08 7.64966e+06 -18.1946 1013.04 0 0 0 0 3.81791e+28
1.7681e+06 -4.65963e+06 -95335.7 0.227129 -12.4606 3.78823e+08 7.75097e+06 -18.4655 1013.04 0 0 0 0 3.8179e+28
1.7682e+06 -4.6596e+06 -96581.7 0.230461 -12.4606 3.78821e+08 7.85227e+06 -18.7364 1013.03 0 0 0 0 3.8179e+28
1.7683e+06 -4.65958e+06 -97827.8 0.233793 -12.4605 3.78819e+08 7.95357e+06 -19.0072 1013.02 0 0 0 0 3.81789e+28
1.7684e+06 -4.65956e+06 -99073.8 0.237125 -12.4604 3.78817e+08 8.05488e+06 -19.2781 1013.02 0 0 0 0 3.81789e+28
1.7685e+06 -4.65953e+06 -100320 0.240457 -12.4604 3.78815e+08 8.15618e+06 -19.549 1013.01 0 0 0 0 3.81789e+28
